"place","journal","journal_entry","date_mdy","month","transcription_accuracy","location","location_accuracy","local_place_accuracy","latitude","latitude_origin","longitude","longitude_origin","quantity","unit","item","letter","letter_to","letter_from","wind_direction_am","wind_direction_pm","wind_direction_night","weather_condition_am","weather_condition_pm","weather_condition_night","temperature_am","temperature_pm","temperature_night","image_path","image_description","recorder","notes","noteworthy","second_check"
"Home",9,"The wind Westerly and a very fresh breeze Thermometer 20 on the morning. Measured the Black  maniors foremast for a new one.","04/12/1880","April","somewhat confident","Winter Harbor","assumed","assumed",44.39044,NA,68.09314,NA,NA,NA,NA,"no letter",NA,NA,"W",NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,"DD","unsure in bold",NA,"RL"
"Home",9,"The wind North East. Thermometer 47 degrees","04/18/1880","April","confident","Winter Harbor","assumed","assumed",44.39044,NA,68.09314,NA,NA,NA,NA,"no letter",NA,NA,"NE",NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,"DD",NA,NA,"RL"
"Home",9,"The wind very moderate South West Thermometer 37 degrees. Went to South Gouldsboro in the forenoon In the afternoon finished hoiking up troll.","04/24/1880","April","confident","South Gouldsboro","mentioned","assumed",44.39044,NA,68.09314,NA,NA,NA,NA,"no letter",NA,NA,"SW",NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,"DD",NA,NA,"RL"
"Home",9,"The wind South East Thermometer 39 degrees A heavy gale of wind and rain untill afternoon. when it cleared up. And I commenced building fence. on Harbor Point on the line between E.A.Bakers lot & this one.","04/30/1880","April","confident","Harbor Point","mentioned",NA,44.39044,NA,68.09314,NA,NA,NA,NA,"no letter",NA,NA,"SE",NA,NA,"heavy rain","cleared up",NA,TRUE,NA,NA,NA,NA,"DD",NA,NA,"RL"
"Home",9,"Wind South West Thermometer. 60° Work about the fish house all day putting it in order to take care of fish.","05/06/1880","May","confident","Winter Harbor","assumed","mentioned",44.39044,NA,68.09314,NA,NA,NA,NA,"no letter",NA,NA,"SW",NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,"DD",NA,NA,"RL"
"Home",9,"Wind North Thermometer 45 went to my troll in the morning found moorings parted and apart of the troll in a snarl. Took the troll up carrid it hom cleared it & baited and at night set it.","05/12/1880","May","confident","Winter Harbor","assumed","assumed",44.39044,NA,68.09314,NA,NA,NA,NA,"no letter",NA,NA,"N",NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,"DD","probably carried",NA,"RL"
"Home",9,"Wind Westerly Thermometer 65 Registered letter to A.P.Wiswell with $15. enclosed the ballance due on my Insolvency Staid in from fishing to put Cork rope and sinker line on net.","05/18/1880","May","confident","Winter Harbor","assumed","assumed",44.39044,NA,68.09314,NA,NA,NA,NA,"no letter",NA,NA,"W",NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,"DD",NA,NA,"RL"
"Home",9,"Wind Southerly & foggy Commenced farming plowed all day with the help of Henry Sargent. Acknowledged deed for A.J.Baker Thermometer 65","05/24/1880","May","confident","Winter Harbor","assumed","assumed",44.39044,NA,68.09314,NA,NA,NA,NA,"no letter",NA,NA,"S",NA,NA,"foggy",NA,NA,NA,TRUE,NA,NA,NA,"DD",NA,NA,"RL"
"Home",9,"Wind South West. Thermometer 64 degrees Spaded up the gardens","06/05/1880","June","confident","Winter Harbor","assumed","assumed",44.39044,NA,68.09314,NA,NA,NA,NA,"no letter",NA,NA,"SW",NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,"DD",NA,NA,"RL"
"Home",9,"Wind Southerly, and Thermometer 62 degrees Sowed garden in forenoon and in the afternoon went out and took up my troll. Wrote Deed for R H Bickford","06/11/1880","June","confident","Winter Harbor","assumed","mentioned",44.39044,NA,68.09314,NA,NA,NA,NA,"no letter",NA,NA,"S",NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,"DD",NA,NA,"RL"
"Home",9,"Wind North West in forenoon Thermometer 80° Work the most of the day repairing dora.","06/17/1880","June","confident","Winter Harbor","assumed","assumed",44.39044,NA,68.09314,NA,NA,NA,NA,"no letter",NA,NA,"NW",NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,"DD",NA,NA,"RL"
"Home",9,"Wind North West very fresh breeze to much wind to go a fishing Thermometer 59 work a bout the fish house all day.","06/23/1880","June","confident","Winter Harbor","assumed","mentioned",44.39044,NA,68.09314,NA,NA,NA,NA,"no letter",NA,NA,"NW",NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,"DD",NA,NA,"RL"
"Home",9,"The wind South South West Thermometer 79 degrees Went out fishing. foggy in forenoon cleared up in afternoon","06/29/1880","June","confident","Winter Harbor","assumed","assumed",44.39044,NA,68.09314,NA,NA,NA,NA,"no letter",NA,NA,"SSW",NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,"DD",NA,NA,"RL"
"Home",9,"Wind Southerly Thermometer 70° Celebrated this day for the fourth. With Yatch races Canoe race by the Indians and foot race. in the evening an Indian Pow wow. and fireworks at Chas Guptill by Mrs Freneck M.D.","07/05/1880","July","somewhat confident","Winter Harbor","assumed","mentioned",44.39044,NA,68.09314,NA,NA,NA,NA,"no letter",NA,NA,"S",NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,"DD","unsure in bold",NA,"RL"
"Home",9,"The wind Southerly. Thermometer. 60 degrees Foggy. fixed wagon seat for Capt J. P Foss. and mowed some around the door of our house.","07/17/1880","July","somewhat confident","Winter Harbor","assumed","assumed",44.39044,NA,68.09314,NA,NA,NA,NA,"no letter",NA,NA,"S",NA,NA,"foggy",NA,NA,TRUE,NA,NA,NA,NA,"DD","unsure in bold",NA,"RL"
"Home",9,"The wind Southerly Thick with fog Thermometer 70 degrees went out fishing","07/23/1880","July","confident","Winter Harbor","assumed","assumed",44.39044,NA,68.09314,NA,NA,NA,NA,"no letter",NA,NA,"S",NA,NA,"thick with fog",NA,NA,TRUE,NA,NA,NA,NA,"DD",NA,NA,"RL"
"Home",9,"The wind North West in the forenoon & South West in afternoon work all day haying hauled in 12 stacks of hay Thermometer 86 degrees at noon","07/29/1880","July","confident","Winter Harbor","assumed","assumed",44.39044,NA,68.09314,NA,"12","stack","hay","no letter",NA,NA,"NW","SW",NA,NA,NA,NA,NA,TRUE,NA,NA,NA,"DD",NA,NA,"RL"
"Home",9,"Thick with fog in morning at 10 Am cleared up Went out fishing very fresh breeze Southerly Thermometer 74 degrees","08/09/1880","August","confident","Winter Harbor","assumed","assumed",44.39044,NA,68.09314,NA,NA,NA,NA,"no letter",NA,NA,"S",NA,NA,"thick fog",NA,NA,TRUE,NA,NA,NA,NA,"DD",NA,NA,"RL"
"Home",9,"Wind North West all day and very fine weather Thermometer 78°","08/15/1880","August","confident","Winter Harbor","assumed","assumed",44.39044,NA,68.09314,NA,NA,NA,NA,"no letter",NA,NA,"NW","NW",NA,NA,NA,NA,TRUE,NA,NA,NA,NA,"DD",NA,NA,"RL"
"Home",9,"Calm and thick with fog. Went out fishing heavy rain at noon Thermometer 57 degrees.","08/21/1880","August","confident","Winter Harbor","assumed","assumed",44.39044,NA,68.09314,NA,NA,NA,NA,"no letter",NA,NA,NA,NA,NA,"thick with fog","heavy rain",NA,NA,TRUE,NA,NA,NA,"DD",NA,NA,"RL"
"Home",9,"Wind Southerly and moderate went out fishing from home in dora. Thermometer 70 degrees.","08/27/1880","August","confident","Winter Harbor","assumed","assumed",44.39044,NA,68.09314,NA,NA,NA,NA,"no letter",NA,NA,"S",NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,"DD",NA,NA,"RL"
"Home",9,"The wind South West and rough Went to my troll hake very scarce Thermometer in afternoon when I got home 70°","09/02/1880","September","confident","Winter Harbor","assumed","assumed",44.39044,NA,68.09314,NA,NA,NA,NA,"no letter",NA,NA,"SW",NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,"DD",NA,NA,"RL"
"Home",9,"The wind moderate Southerly and moderate rain all day. Thermometer 57 degrees. Work most all day at home on troll.","09/14/1880","September","confident","Winter Harbor","assumed","mentioned",44.39044,NA,68.09314,NA,NA,NA,NA,"no letter",NA,NA,"S",NA,NA,"moderate rain","moderate rain",NA,NA,TRUE,NA,NA,NA,"DD",NA,NA,"RL"
"Home",9,"Wind Southerly Thermometer 50 degrees very fresh breeze and overcast. Work all day on wheel for Capt Sherman Spurling for the Schr Ella heavy shower at night","09/20/1880","September","confident","Winter Harbor","assumed","assumed",44.39044,NA,68.09314,NA,NA,NA,NA,"no letter",NA,NA,"S",NA,NA,"overcast",NA,NA,TRUE,NA,NA,NA,NA,"DD",NA,NA,"RL"
"Home",9,"Moderate Southerly wind all day day thick with fog in the forenoon and clear in the afternoon","09/26/1880","September","confident","Winter Harbor","assumed","assumed",44.39044,NA,68.09314,NA,NA,NA,NA,"no letter",NA,NA,"S",NA,NA,"thick with fog","clear",NA,NA,NA,NA,NA,NA,"DD",NA,NA,"RL"
"Home",9,"Wind Southerly and heavy frost Thermometer 34 in morning Went out fishing got a little. more than one tub of fish. Heavy frost at night.","10/02/1880","October","confident","Winter Harbor","assumed","assumed",44.39044,NA,68.09314,NA,"1","tub","fish","no letter",NA,NA,"S",NA,NA,"heavy frost",NA,NA,TRUE,NA,NA,NA,NA,"DD",NA,NA,"RL"
"Home",9,"Wind Northerly in morning went out fishing and swept for the lost troll got it in the afternoon Winf South west. Thermometer 61 degrees,","10/08/1880","October","confident","Winter Harbor","assumed","assumed",44.39044,NA,68.09314,NA,NA,NA,NA,"no letter",NA,NA,"N","SW",NA,NA,NA,NA,NA,TRUE,NA,NA,NA,"DD",NA,NA,"RL"
"Home",9,"Wind North West. Thermometer at sun rise 31 degrees. and at noon. 54 degrees. In afternoon wrote deed for E. A. Baker and one for H L Norwood In evening started for Ellsworth Went as for West Gouldsboro","10/14/1880","October","confident","West Gouldsboro","mentioned","assumed",44.39044,NA,68.09314,NA,NA,NA,NA,"no letter",NA,NA,"NW",NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,"DD",NA,NA,"RL"
"Home",9,"Wind Northerly in morning Thermometer 31° heavy frost. Went out fishing Wind Southerly in afternoon Thermometer 50 degrees","10/20/1880","October","confident","Winter Harbor","assumed","assumed",44.39044,NA,68.09314,NA,NA,NA,NA,"no letter",NA,NA,"N",NA,NA,"heavy frost",NA,NA,TRUE,NA,NA,NA,NA,"DD",NA,NA,"RL"
"Home",9,"Wind North in morning Thermometer 47 degrees In afternoon wind S. East finished digging my potatoes Geo Gerrish moved in the fish house","10/26/1880","October","confident","Winter Harbor","assumed","mentioned",44.39044,NA,68.09314,NA,NA,NA,NA,"no letter",NA,NA,"N","SE",NA,NA,NA,NA,TRUE,NA,NA,NA,NA,"DD",NA,NA,"RL"
"Home",9,"The wind Westerly. Thermometer 59 degrees work about home.","11/01/1880","November","confident","Winter Harbor","assumed","mentioned",44.39044,NA,68.09314,NA,NA,NA,NA,"no letter",NA,NA,"W",NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,"DD",NA,NA,"RL"
"Home",9,"Wind Southerly and heavy rain all forenoon at noon cleared up and the sun same out hight","11/07/1880","November","confident","Winter Harbor","assumed","assumed",44.39044,NA,68.09314,NA,NA,NA,NA,"no letter",NA,NA,"S",NA,NA,"heavy rain","sun",NA,NA,NA,NA,NA,NA,"DD",NA,NA,"RL"
"Home",9,"The wind North West. and a very fresh breze at 8 oclock A.M the Thermometer 33 degrees. Work about home all day making soap. Reed the first copy of the New York Weekly sun.","11/13/1880","November","confident","Winter Harbor","assumed","mentioned",44.39044,NA,68.09314,NA,NA,NA,NA,"no letter",NA,NA,"NW",NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,"DD",NA,NA,"RL"
"Home",9,"Wind North West very fresh breeze Thermometer in morning 28 degrees. Work apart of the forenoon for Thomas Bickford in afternoon took fish out of bults ready to ship","11/19/1880","November","confident","Winter Harbor, Birch Harbor, Winter Harbor","assumed","mentioned",44.39044,NA,68.09314,NA,NA,NA,NA,"no letter",NA,NA,"NW",NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,"DD",NA,NA,"RL"
"Home",9,"Wind North West Thanksgiving day Thermometer 12 above Wrote letter to Dr Porter worked a while in afternoon for J D Harrington.","11/25/1880","November","somewhat confident","Winter Harbor","assumed","mentioned",44.39044,NA,68.09314,NA,NA,NA,NA,"no letter","Dr. Porter",NA,"NW",NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,"DD",NA,NA,"RL"
"Home",9,"The wind Northerly in fore noon and hight snow afternoon wind North West Thermometer. 27 degrees work all day getting ready to go with Thomas Smallidge herringing","12/07/1880","December","somewhat confident","Winter Harbor","assumed","assumed",44.39044,NA,68.09314,NA,NA,NA,NA,"no letter",NA,NA,"N","NW",NA,"hight snow",NA,NA,NA,TRUE,NA,NA,NA,"DD","unsure in bold",NA,"RL"
"Home",15,"Wind North North West Thermometer 14 below zero. Ice making very fast. Work about home","1/12/1886","January","confident","Winter Harbor","assumed","mentioned",44.39044,NA,68.09314,NA,NA,NA,NA,"no letter",NA,NA,"NNW",NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,"GG"
"Home",15,"Wind Westerly and fresh Thermometer 20' above. Work at home in shop building a wind mill.","1/18/1886","January","confident","Winter Harbor","assumed","mentioned",44.39044,NA,68.09314,NA,NA,"count","mill","no letter",NA,NA,"W",NA,NA,"fresh",NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,"GG"
"Shop",15,"Wind Easterly and moderate. the fore part of the day snowy, but in evening wind hauled out South Easterly, and heavy rain. A surprise party atour house in the evening consisting of 12 people I have been busy this day in shop on wind mill.","1/19/1886","January","confident","Winter Harbor","assumed","mentioned",44.39078,NA,68.09316,NA,NA,NA,NA,"no letter",NA,NA,"E",NA,"SE","snowy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GG"
"Shop",15,"Wind North in morning Thermometer 4' below zero. Noon wind East and at 4 PM wind South Easterly. Evening snow storm Work in shop at home","1/25/1886","January","confident","Winter Harbor","assumed","mentioned",44.39078,NA,68.09316,NA,NA,NA,NA,"no letter",NA,NA,"N","E, SE",NA,NA,NA,"snow storm",TRUE,NA,NA,NA,NA,NA,NA,NA,"GG"
"Home",15,"Wind Northerly Fresh. and the Thermometer below zero all day To cold to work in shop. and staid in the house most of the time","2/5/1886","February","confident","Winter Harbor","assumed","mentioned",44.39044,NA,68.09314,NA,NA,NA,NA,"no letter",NA,NA,"N",NA,NA,"fresh",NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,"GG"
"Home",15,"Wind North West work about home at night wind Southerly Evening went to the Hall to Masonic meeting No snow on the ground on ice around the shores","2/17/1886","February","confident","Winter Harbor","assumed","mentioned",44.39044,NA,68.09314,NA,NA,NA,NA,"no letter",NA,NA,"NW",NA,"S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GG"
"Home",15,"Wind Westerly thick with snow in morning. At 8 AM cleared up. Went to Franklin with Capt. Nathan A. Bickford. with John Sargents horse. No business in particular. Took dinner at the Relay House. Got back home at dark.","2/23/1886","February","confident","Winter Harbor, Franklin","mentioned","mentioned",44.39044,NA,68.09314,NA,NA,NA,NA,"no letter",NA,NA,"W",NA,NA,"thick with snow, cleared up",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GG"
"Home",15,"Wind Easterly hauled through the last Bridge coming from Cambridge port and went into Union wharf for freight as the wind was Easterly. At night had all the freight in ready to sail for home","6/11/1886","June","confident","Union wharf, Winter Harbor","assumed","mentioned",44.39044,NA,68.09314,NA,NA,NA,NA,"no letter",NA,NA,"E",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GG"
"Home",15,"Wind Easterly and overcast. About home. worked apart of the day digging potatoes for Jennie Kingsley. Sent Ambrose Springers horse home by my mate Lewis Fross. as I do not intend to go back to Franklin to join the Chromo for a few days","9/27/1886","September","confident","Winter Harbor, Franklin","assumed","mentioned",44.39044,NA,68.09314,NA,NA,NA,NA,"no letter",NA,NA,"E",NA,NA,"overcast",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GG"
"Home",15,"Wind North West heavy, laid at wharf East Boston all day, bound home. the wind blowing to hard to move","11/14/1886","November","confident","East Boston, Winter Harbor","mentioned","mentioned",44.39044,NA,68.09314,NA,NA,NA,NA,"no letter",NA,NA,"NW",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GG"
"Home",15,"Wind Westerly and a very fresh breeze Got underway at Bass Harbor in the forenoon. and went home. In the afternoon the wind moderated. And got Capt. H. E. Tracy to take the vessel to go a trip as it is to early to haul up. and I do not care to go away again myself","11/20/1886","November","confident","Bass Harbor, Winter Harbor","assumed","mentioned",44.39044,NA,68.09314,NA,NA,NA,NA,"no letter",NA,NA,"W",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GG"
"Home",15,"Wind North West. very heavy. The tug boat could not tow the Chromo from the wharf at Franklin, and my servises being no longer needed I walk to Sullivan take the Steam boat to So. Gouldsboro and go home. As I do not wish to go away again this fall H E Tracy goes the trip for me.","11/26/1886","November","somewhat confident","Franklin, Sullivan, Gouldsboro, Winter Harbor","mentioned","mentioned",44.39044,NA,68.09314,NA,NA,NA,NA,"no letter",NA,NA,"NW",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GG"
"Wharf",15,"Wind North East Sleet storm. Helped Capt. Chas David haul his vessel up to my wharf.","12/13/1886","December","confident","Winter Harbor","assumed","mentioned",44.38937,NA,68.08918,NA,NA,NA,NA,"no letter",NA,NA,"NE",NA,NA,"snow sleet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GG"
"Home",15,"Wind N.N.E and overcast Staid about home all day.","12/26/1886","December","confident","Winter Harbor","assumed","mentioned",44.39044,NA,68.09314,NA,NA,NA,NA,"no letter",NA,NA,"NNE",NA,NA,"overcast",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GG"
"Home",1,"Took 1043 lbs lobsters to factory went to West Gouldsboro took dinner with John Shaw got some plank and went home","6/8/1872","June","confident","Winter Harbor, West Gouldsboro, Winter Harbor","mentioned","mentioned",44.39044,NA,68.09314,NA,"1043","lbs","Lobster","no letter",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NH",NA,NA,"EP"
"Lodge Of Good Templars",1,"Stormy work in shop reed letter from CC Burrill also oil painting of Niagara Falls by moon light went to Lodge of G. Templar lodgign at Thos. Smallidge","8/3/1872","August","confident","Winter Harbor","mentioned","mentioned",0,NA,0,NA,NA,NA,NA,"read",NA,"Charles C. Burrill",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NH","This oil painting of Niagara Falls by moon light actually exists, so cool! by Hermann Herzog. Little random in text though..",NA,"EP"
"Shop",1,"Work about home and in the shop","10/25/1872","October","confident","Winter Harbor","mentioned","mentioned",44.39078,NA,68.09316,NA,NA,NA,NA,"no letter",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NH",NA,NA,"EP"
"Lodge Of Good Templars",1,"About home went to the Lodge installed officers had supper","11/1/1872","November","confident","Winter Harbor","mentioned","assumed",0,NA,0,NA,NA,NA,NA,"no letter",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NH",NA,NA,"EP"
"Lodge Of Good Templars",1,"Work in shop reed letter from Hale & Emery went to Lodge of G.T. reed letter from Hale & Emery","12/7/1872","December","confident","Winter Harbor","mentioned","mentioned",0,NA,0,NA,NA,NA,NA,"read",NA,"Hale Emery",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NH",NA,NA,"EP"
"Shop",2,"The wind to the southward foggy and rainy work in shop making setees for the Hall","01/17/1873","January","confident","Winter Harbor","mentioned","assumed",44.39078,NA,68.09316,NA,NA,NA,NA,"no letter",NA,NA,"N",NA,NA,"foggy, rainy",NA,NA,NA,NA,NA,NA,NA,"SO","changed fogy to foggy, changed & to and, assumed N for Southward am",NA,"DD, LN"
"Shop",2,"The wind N.W. quite moderate made pump box and belaying pins for James Stevens","01/23/1873","January","confident","Winter Harbor","assumed","assumed",44.39078,NA,68.09316,NA,NA,NA,NA,"no letter",NA,NA,"NW",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SO",NA,NA,"DD, LN"
"Shop",2,"The wind Northwest cold made gun screw for J. F. Kingsley","01/29/1873","January","confident","Winter Harbor","assumed","assumed",44.39078,NA,68.09316,NA,NA,NA,NA,"no letter",NA,NA,"NW",NA,NA,"cold",NA,NA,NA,NA,NA,NA,NA,"SO",NA,NA,"DD, LN"
"Shop",2,"The wind to the South and warm putting framed together in forenoon","02/04/1873","February","confident","Winter Harbor","assumed","assumed",44.39078,NA,68.09316,NA,NA,NA,NA,"no letter",NA,NA,"S",NA,NA,"warm",NA,NA,NA,NA,NA,NA,NA,"SO","changed together to together",NA,"DD, LN"
"Shop",2,"The wind N.W. and Extremely cold work in shop in forenoon making door frames Went to Capt T. R. Hammond's navigation school in evening","02/10/1873","February","confident","Winter Harbor","mentioned","assumed",44.39078,NA,68.09316,NA,NA,NA,NA,"no letter",NA,NA,"NW",NA,NA,"extremely cold",NA,NA,NA,NA,NA,NA,NA,"SO",NA,NA,"DD, LN"
"Shop",2,"The wind N. blow heavy great abundance of snow fell work in shop on boat J. F. Kingsley finish sash for John Shaw","02/22/1873","February","confident","Winter Harbor","mentioned","assumed",44.39078,NA,68.09316,NA,NA,NA,NA,"no letter",NA,NA,"N",NA,NA,"snow",NA,NA,NA,NA,NA,NA,NA,"SO",NA,NA,"DD, LN"
"Shop",2,"The wind N.E chilly made saw horse and wood saw frame for Thomas Smallidge","02/28/1873","February","confident","Winter Harbor","assumed","assumed",44.39078,NA,68.09316,NA,NA,NA,NA,"no letter",NA,NA,"NE",NA,NA,"chilly",NA,NA,NA,NA,NA,NA,NA,"SO",NA,NA,"DD, LN"
"Shop",2,"Calm and warm work in shop on boat","03/12/1873","March","confident","Winter Harbor","mentioned","assumed",44.39078,NA,68.09316,NA,NA,NA,NA,"no letter",NA,NA,NA,NA,NA,"warm",NA,NA,NA,NA,NA,NA,NA,"SO",NA,NA,"DD, LN"
"Shop",2,"The wind W.N.W at work in shop done some turning for Reuben Rand and working on boat","03/18/1873","March","confident","Winter Harbor","mentioned","assumed",44.39078,NA,68.09316,NA,NA,NA,NA,"no letter",NA,NA,"WNW",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SO",NA,NA,"DD, LN"
"Shop",2,"The wind N.W blowed heavy turning posts for boat rail","04/23/1873","April","confident","Winter Harbor","assumed","assumed",44.39078,NA,68.09316,NA,NA,NA,NA,"no letter",NA,NA,"NW",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SO",NA,NA,"DD, LN"
"Lodge Of Good Templars",2,"Southerly is the wind thunder and rain at night hauled out ten load of dressing for oats. Recd garden seeds from Marblehead went to Lodge of Good Templars","05/24/1873","May","confident","Winter Harbor","assumed","assumed",0,NA,0,NA,NA,NA,NA,"no letter",NA,NA,"S",NA,NA,NA,NA,"thunder, rain",NA,NA,NA,NA,NA,"DD",NA,NA,"DD, LN"
"Shop",3,"The wind southerly made damper for stove pipe wrote letter to Proctor Smallidge","01/06/1874","January","confident","Winter Harbor","assumed","assumed",44.39078,NA,68.09316,NA,NA,NA,NA,"write","Proctor Smallidge",NA,"S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ER",NA,NA,"WD, DD, LN"
"Shop",3,"The wind North West commenced making lamppost for Good Templars","01/12/1874","January","confident","Winter Harbor","assumed","assumed",44.39078,NA,68.09316,NA,"1","count","lamp post","no letter",NA,NA,"NW",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ER",NA,NA,"DD, LN"
"Lodge Of Good Templars",3,"The wind North East went to Prospect in stage after yoke of oxen Engaged. Evans Young. went to Lodge of Good Templars Elected Officers.","01/31/1874","January","confident","Winter Harbor, Prospect, Winter Harbor","assumed","mentioned",0,NA,0,NA,NA,NA,NA,"no letter",NA,NA,"NE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ER","changed Ooficers to Officers",NA,"DD, LN"
"Shop",3,"The wind North West cold work in shop.","02/05/1874","February","confident","Winter Harbor","mentioned","assumed",44.39078,NA,68.09316,NA,NA,NA,NA,"no letter",NA,NA,"NW",NA,NA,"cold",NA,NA,NA,NA,NA,NA,NA,"ER",NA,NA,"DD, LN"
"Shop",3,"The wind W.N.W. good breeze worked all day Jigs awing finish for R. Rands house three fourths day","02/11/1874","February","confident","Winter Harbor","assumed","assumed",44.39078,NA,68.09316,NA,NA,NA,NA,"no letter",NA,NA,"WNW",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ER",NA,NA,"DD, LN"
"Shop",3,"The wind southerly and warm made caulking mallet and fixed dora getting ready to go across to Cranberry Isles after the Sea Flower. Went to Lodge of Good Templars was Worthy Chief protem","04/18/1874","April","confident","Winter Harbor","assumed","assumed",44.39078,NA,68.09316,NA,NA,NA,NA,"no letter",NA,NA,"S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ER",NA,NA,"WD, DD, LN"
"Lodge Of Good Templars",3,"The wind Southerly and warm worked all day with Wm. Guptill caulking Sea Flower went to Lodge of Good Templars and Elected officers","04/25/1874","April","confident","Winter Harbor","assumed","assumed",0,NA,0,NA,NA,NA,NA,"no letter",NA,NA,"S","S","S","warm","warm","warm",NA,NA,NA,NA,NA,"ER",NA,NA,"WD, DD, LN"
"Wharf",3,"The wind N.N.W. and very pleasant hauled from the wharf into the Harbor and put Bed clotes and chest on board.","05/04/1874","May","confident","Winter Harbor","assumed","assumed",44.38937,NA,68.08918,NA,NA,NA,NA,"no letter",NA,NA,"NNW",NA,NA,"very pleasant",NA,NA,NA,NA,NA,NA,NA,"ER",NA,NA,"DD, LN"
"Shop",3,"The wind Southerly and foggy rafted the remainder of the timber ashore and made a spoke for the vessel's wheel","06/05/1874","June","confident","Winter Harbor","assumed","assumed",44.39078,NA,68.09316,NA,NA,NA,NA,"no letter",NA,NA,"S",NA,NA,"foggy",NA,NA,NA,NA,NA,NA,NA,"ER","changed vessels to vessel's",NA,"DD, LN"
"Wharf",3,"The wind south west hauled into the wharf to stop a leak and work on the vessel.","06/15/1874","June","confident","Winter Harbor","assumed","assumed",44.38937,NA,68.08918,NA,NA,NA,NA,"no letter",NA,NA,"SW",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ER",NA,NA,"DD, LN"
"Wharf",3,"The wind Southerly work on vessel painting scaping etc. recd letter from Charly Burrill.","06/27/1874","June","confident","Winter Harbor","assumed","assumed",44.38937,NA,68.08918,NA,NA,NA,NA,"read",NA,"Charles C. Burrill","S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ER","changed &c to etc.",NA,"WD, DD, LN"
"Wharf",3,"The wind Southwest foggy finished hanging rudder","07/15/1874","July","confident","Winter Harbor","assumed","assumed",44.38937,NA,68.08918,NA,NA,NA,NA,"no letter",NA,NA,"SW",NA,NA,"foggy",NA,NA,NA,NA,NA,NA,NA,"WD",NA,NA,"DD, LN"
"Wharf",3,"The wind Northerly hauled the vessel into the wharf.","10/13/1874","October","confident","Winter Harbor","assumed","assumed",44.38937,NA,68.08918,NA,NA,NA,NA,"no letter",NA,NA,"N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WD",NA,NA,"DD, LN"
