date_mdy,journal_year,month,journal_entry,transcription_accuracy,location,location_accuracy,local_place,local_place_accuracy,latitude,latitude_origin,longitude,longitude_origin,quantity,unit,item,letter,letter_from,letter_to,wind_direction_am,wind_direction_pm,wind_direction_night,wind_speed_am,wind_speed_pm,wind_speed_night,weather_condition_am,weather_condition_pm,weather_condition_night,temperature_am,temperature_pm,temperature_night,image_path,image_description,recorder,notes,noteworthy,second_check,journal
1885-06-14T00:00:00Z,1885,June,Wind South South West Got underway at 0.30 in the morning came by Cape Henlopen at 3.30 A.M. Passed thhe Whistling buoy of Absecum at noon Barnegat at 4 P.M. vessel Winged out but wind hauling Northerly At 8 PM Hightland of Neversink bore N.W and the wind NW. At 10 PM Sighted Fire Island Light the wind moderating and hauling ahead. Midnight nearly becalmed wind very moderate when there was any and baffling from North to East. So ends these 24 hours,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,NULL,NA,NA,NA,AS,NA,NA,NA,14
1885-06-15T00:00:00Z,1885,June,An air of wind East. Fire Island bearinf North. At noon wind S.E. and hauled out. Southerly At 7 P.M was abreast of Chinnecook Light At 10 PM rain squalls and closed in thick with fog At midnight expect we are near abreast. Montauk although we can see no Light nor hear any whistle. So ends these 24 hours.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,NULL,NA,NA,NA,AS,NA,NA,NA,14
1885-06-16T00:00:00Z,1885,June,Wind moderate Southerly and thick with fog abreast of Black Island at 8 AM have been hearing the whistle wind hauled SouthWest and partially cleared up Passed Farpaulin Cove at 7 P.M. weather clear and wind SouthWest Passed the Gross Rip Light Ship at 10 PM. At midnight passed the Handkerchief Light Ship So ends these 24 hours,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,NULL,NA,NA,NA,AS,NA,NA,NA,14
1885-06-17T00:00:00Z,1885,June,Wind SouthWest tide ahead went of the Shoals at 3 AM Wind hauled Westerly passed Naucet. at 7 AM. Wind hauled NorthWest. At 4 PM close into Race Point At dark about 10 miles North of Race Point. wind very moderate Midnight Thatchers Island Lights bore North West by North So ends these 24 hours,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,NULL,NA,NA,NA,AS,NA,NA,NA,14
1885-06-18T00:00:00Z,1885,June,Moderate wind North West untill noon when it hauled out SouthSouthWest. Passed Boon Island Ledge at 4 PM. at the same time took a Pilot. and anchored at the Bar below Kennebunk Port at 6 oclock P.M.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,NULL,NA,NA,NA,AS,NA,NA,NA,14
1885-06-19T00:00:00Z,1885,June,Calm in the morning At 4 oclock AM Got anchor and took the of awl boat ahead and tried for Kennebunk Port. Got part way up the River and took the tide running down and anchored. Gor underway in Kennebunk River at 3 oclock PM and went to the Wharf at Kennebunk Port.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,NULL,NA,NA,NA,AS,NA,NA,NA,14
1885-06-20T00:00:00Z,1885,June,Wind Southerly Commenced to discharged coal in the morning Got a P.O. Order at Kennebunk Port for $59.54 payable to Wm Farrow at Rockland. it beinf the ballance due him on the Chromo Mainsail. In the evening went to a fue concert. consisting of singing at the meeting house,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,NULL,NA,NA,NA,AS,NA,NA,NA,14
1885-06-21T00:00:00Z,1885,June,Wind South by East fresh and pleasant. Chromo lying at the Wharfin at Kennebunkport. about hald discharged. In the evening went to a Singing Concert at the Meeting house at Kennnebunk Port,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,NULL,NA,NA,NA,AS,NA,NA,NA,14
1885-06-22T00:00:00Z,1885,June,Wind South South East thick with fog and rainy all the forenoon In the afternoon cleared up Wind Westerly Chromo discharged at 2 oclock P.M. Sent Wm Farrow of Rockland the P.O. Order I got Saturday. At 7 PM when the tide got up took the Str Little Buttercup and towed out Course East by North Midnight Cape Elizabeth just apt the beam. So ends these 24 hours.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,NULL,NA,NA,NA,AS,NA,NA,NA,14
1885-06-23T00:00:00Z,1885,June,Wind NorthWest. Abreast of Seguin at 4 AM. While Head at 9 AM. At 11 AM thw wind cane S.W. fresh. Passed through Fox Islands Thorough fare at noon. Bakers Islands at 3 P.M Went over the Falls at 5 P.M to the wharf Got team and went to Franklin to see about a boad And back on board the Chromo in the evening,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,NULL,NA,NA,NA,AS,NA,NA,NA,14
1885-06-24T00:00:00Z,1885,June,Wind Northerly and Fresh Charted to go to Philada for HWest with Stone. but do not begin to load to day. Hired John Blaisdells team and went home.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,NULL,NA,NA,NA,AS,NA,NA,NA,14
1885-06-25T00:00:00Z,1885,June,Wind Southerly about home all day. Settled with Baker and Smith and took a receipt in full,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,NULL,NA,NA,NA,AS,NA,NA,NA,14
1885-06-26T00:00:00Z,1885,June,Calm in the morning At 8.30 AM started for West Sullivan with the team I came home with Tuesday arriving at noon. Afternoon wind Southerly. On my arriving on board the Chormo at noon I found her half loaded. and still at work.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,NULL,NA,NA,NA,AS,NA,NA,NA,14
1885-06-27T00:00:00Z,1885,June,"Wind SouthWest. Finished loading at 3 oclock P.M. to late in tide to go over the Falls. Got Ship Stores Bill Laden etc. all ready to sail bound to Philadelphia with stone consisting of Random curbing and street crossings loaded for J,H,West freight $275. by the lump sum and paid $10 to have vessel loaded.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,NULL,NA,NA,NA,AS,NA,NA,NA,14
1885-06-28T00:00:00Z,1885,June,Wind Southerly At noon took tug boat andtowed down over the Falls beat down the Bay and anchored at Winter Harbor at dark.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,NULL,NA,NA,NA,AS,NA,NA,NA,14
1885-06-29T00:00:00Z,1885,June,Wind South. moderate rain all day filled water and got ready to Sail vessel in Winter Harbor,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,NULL,NA,NA,NA,AS,NA,NA,NA,14
1885-06-30T00:00:00Z,1885,June,Wind SouthEast fresh and heavy rain all day Vessel in Winter Harbor. Work in shop at home. made a rocking chair out of a flour burrel,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,NULL,NA,NA,NA,AS,NA,NA,NA,14
1885-07-01T00:00:00Z,1885,July,Wind Southerly and very rough vessel lying all day at Winter Harbor. Filled cask water. and work on board vessel,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,NULL,NA,NA,NA,AS,NA,NA,NA,14
1885-07-02T00:00:00Z,1885,July,Wind Southerly and in the forenoon thick with fog. Work all day on board the Chromo putting in traveler for Jib,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,NULL,NA,NA,NA,AS,NA,NA,NA,14
1885-07-03T00:00:00Z,1885,July,Chromos papers out to day. Wind South and in the forenoon rainy and foggy. at noon cleared up and in the afternoon got underway and went out of Winter Harbor at dark Just side of Turtle Isle Head becalmed. At 10 PM anchored with Kedge. West from Welehes Island to keep from going ashore. Midnight still becalmed so Ends these 24 hours.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,NULL,NA,NA,NA,AS,NA,NA,NA,14
1885-07-04T00:00:00Z,1885,July,Celebration day. Calm and thick with fog untill 10 AM. Chromo anchored with Kedge. untill 10 AM when a light breeze from the SW got kedge two miles W. from Schoodic fog cleared. At 4 PM close in to Bakers Island We have celebrated this day wedging up the Chromos deckload. She being loaded with Stone and they have to be secured for heavy weather Bound to Philadelphia the third trip for the year At sunset 4 niles South from Duck Isles nearly becalmed Midnight Mt Desert Rock Light bore South 2 miles distant,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,NULL,NA,NA,NA,AS,NA,NA,NA,14
1885-07-05T00:00:00Z,1885,July,Wind S.S.E. From 3 to 5 knotbreese quite clear but streaks of fog see in the air At 6 PM about 62 miles from Mt Desert Rock. At 10 PM thick with fog Wind South Midnight thick with fog but quite clear over head So ends these 24 hours.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,NULL,NA,NA,NA,AS,NA,NA,NA,14
1885-07-06T00:00:00Z,1885,July,Wind Southerly Foggy and smooth Noon calm. Afternoon wind E.S.E At 4 PM fog lifted Sighted Cape Cod bearing South Midnight Cape Cove bore West Wind very moderate So ends these 24 hours,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,NULL,NA,NA,NA,AS,NA,NA,NA,14
1885-07-07T00:00:00Z,1885,July,Wind from South to South South East. At 30 minutes AM. Thick with fog. beat all day using the lead. at 4 PM heard the Whistle on the Pollock Rip and passed by the Light Ship at 7.30 PM Handkerchief Light Ship at 8.30 PM. fog very thick all day. At 10 AM Passed the Cross Rip Making all the Light Ships by their whistle and bells. At midnight passed Cape Pogs. and trying to get into Edfartown to get a new Coasting License. the old one Expired July 3 1885.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,NULL,NA,NA,NA,AS,NA,NA,NA,14
1885-07-08T00:00:00Z,1885,July,Wind very moderate Southerly At one oclock AN anchored about half way from Cape Poge to Edgartown Light. The fog so thick I could see no lights. At 6 AM heavy rain then cleared up. Went ashore at Edgartown and got the vessels papers renewed Nearly calm all day. At sunset when the tide turned Westerly got underway with the Wind West South West and beat out passing Tarpaulin Cove at 10.30 PM At midnight between Gay Head and the Vineyard Sound Light Ship. So ends these 24 hours.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,NULL,NA,NA,NA,AS,NA,NA,NA,14
1885-07-09T00:00:00Z,1885,July,Wind SouthWest by West tide against us At 4 oclock AM could fetch by Gay Head. Wind breezing at 2 oclock PM close in to Point Judeth tacked and headed of shore. At 3.30 PM the wind blowing so hard keped of and went into Duch Island And at dark a squall from the NorthWest with rain.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,NULL,NA,NA,NA,AS,NA,NA,NA,14
1885-07-10T00:00:00Z,1885,July,Wind West SouthWest. blowing very heavy Laid in Dutch Island Harbor. Got under way at Midnight which is the end of this day and went out. very light air of wind N.W.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,NULL,NA,NA,NA,AS,NA,NA,NA,14
1885-07-11T00:00:00Z,1885,July,The first part of this day the wind N.W. but very light the hauled out SouthWest. Passed the Northern Part of Block Island at 8 oclock AM. and the Southern part at noon At sunset tacked ship and headed Westerly. Midnight wind S.E. and clear but wind hauling more Easterly So ends these 24 hours.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,NULL,NA,NA,NA,AS,NA,NA,NA,14
1885-07-12T00:00:00Z,1885,July,"At 3 oclock AM Wind N.E. and clear and about a 5 knot breeze. Montauk Point bears about N.N.E. 32 miles distant and Shinnecook bears abt. North West same dist. but to far of to be seen Throughout the whale day about a 5 knot breeze Lat at noon 40.-6"" pleasant and fine weather. Midnight more moderate and hauling SouthEasterly So Ends these 24 hours",NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,NULL,NA,NA,NA,AS,NA,NA,NA,14
1885-07-13T00:00:00Z,1885,July,Wind South East moderate and fine Lat at Noon by observation 39-0.9 Passed the Light Ship on the N.E. End of the 5 parthom Bunk at 3.30 PM kept of West by South Midnight abreast of the Brandywine Shoal. Commenced to rain hard and Shut down thick Wind about South. So ends these 24 hours,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,NULL,NA,NA,NA,AS,NA,NA,NA,14
1885-07-14T00:00:00Z,1885,July,Wind South and raining heavy weather very dark and thick anchored at 1 AM between Brandy wine and 14 ft bunk Got underway at 7 AM very moderate and at 2 PM anchored near the Cross Ledge when the tide turned Got underway at the Cross Ledge at dark. and anchored about Reedy Island at Midnight. So ends these 24 hours.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,NULL,NA,NA,NA,AS,NA,NA,NA,14
1885-07-15T00:00:00Z,1885,July,Very light Northerly Got underway at 9 AM on the turn of the flood tide. When a a tug boat came along and offered to tow the Chromo up to Philadelphia for $10. Gave the tow boat a hausee and hauled hauled down all sail. Chromo a little abose Reedy Island. and was towed to the dock at Norris Street wharf at 5 PM and notified my bonsignee.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,NULL,NA,NA,NA,AS,NA,NA,NA,14
1885-07-16T00:00:00Z,1885,July,Wind South Whest At 5 oclock PM Thermometer 92 degrees in my State Room Did not do any thing toward discharging more than rig up gear As only apart of the stone was to come out at Norris Street wharf The Stevedores did not want to rey up to discharde a part And it was right before any Stevedore would make up their mind to rig up,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,NULL,NA,NA,NA,AS,NA,NA,NA,14
1885-07-17T00:00:00Z,1885,July,Wind up River in Philadelphia and very hot Thermometer 94 in shade. Commenced to discharge stone at Norris Street wharf Got a coal order to load the third time for M C Mailing KennebunckPort. From H D Brighttnes 242. So 3d shutPhilada freight the same as the other two times which is $125 and discharged Thermometer 100°,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,NULL,NA,NA,NA,AS,NA,NA,NA,14
1885-07-18T00:00:00Z,1885,July,Wind SouthWesterly. Thermometer 97 degrees During the day got all the stone out that comes out at this wharf and settled freight wharf age Steveduebell etc. ready to go to Ann Street wharf to discharge the balland Paid $12.00 wharfage at Norris Street sharf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,NULL,NA,NA,NA,AS,NA,NA,NA,14
1885-07-19T00:00:00Z,1885,July,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,NULL,NA,NA,NA,AS,NA,NA,NA,14
1885-07-20T00:00:00Z,1885,July,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,NULL,NA,NA,NA,AS,NA,NA,NA,14
1885-07-21T00:00:00Z,1885,July,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,NULL,NA,NA,NA,AS,NA,NA,NA,14
1885-07-22T00:00:00Z,1885,July,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,NULL,NA,NA,NA,AS,NA,NA,NA,14
1885-07-23T00:00:00Z,1885,July,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,NULL,NA,NA,NA,AS,NA,NA,NA,14
1885-07-24T00:00:00Z,1885,July,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,NULL,NA,NA,NA,AS,NA,NA,NA,14
1885-07-25T00:00:00Z,1885,July,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,NULL,NA,NA,NA,AS,NA,NA,NA,14
1885-07-26T00:00:00Z,1885,July,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,NULL,NA,NA,NA,AS,NA,NA,NA,14
1885-07-27T00:00:00Z,1885,July,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,NULL,NA,NA,NA,AS,NA,NA,NA,14
1885-07-28T00:00:00Z,1885,July,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,NULL,NA,NA,NA,AS,NA,NA,NA,14
1885-07-29T00:00:00Z,1885,July,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,NULL,NA,NA,NA,AS,NA,NA,NA,14
1885-07-30T00:00:00Z,1885,July,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,NULL,NA,NA,NA,AS,NA,NA,NA,14
1885-07-31T00:00:00Z,1885,July,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,NULL,NA,NA,NA,AS,NA,NA,NA,14
1885-08-01T00:00:00Z,1885,August,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,NULL,NA,NA,NA,AS,NA,NA,NA,14
1885-08-02T00:00:00Z,1885,August,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,NULL,NA,NA,NA,AS,NA,NA,NA,14
1885-08-03T00:00:00Z,1885,August,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,NULL,NA,NA,NA,AS,NA,NA,NA,14
1885-08-04T00:00:00Z,1885,August,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,NULL,NA,NA,NA,AS,NA,NA,NA,14
1885-08-05T00:00:00Z,1885,August,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,NULL,NA,NA,NA,AS,NA,NA,NA,14
1885-08-06T00:00:00Z,1885,August,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,NULL,NA,NA,NA,AS,NA,NA,NA,14
1885-08-07T00:00:00Z,1885,August,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,NULL,NA,NA,NA,AS,NA,NA,NA,14
1885-08-08T00:00:00Z,1885,August,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,NULL,NA,NA,NA,AS,NA,NA,NA,14
1885-08-09T00:00:00Z,1885,August,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,NULL,NA,NA,NA,AS,NA,NA,NA,14
1885-08-10T00:00:00Z,1885,August,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,NULL,NA,NA,NA,AS,NA,NA,NA,14
1885-08-11T00:00:00Z,1885,August,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,NULL,NA,NA,NA,AS,NA,NA,NA,14
1885-08-12T00:00:00Z,1885,August,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,NULL,NA,NA,NA,AS,NA,NA,NA,14
1885-08-13T00:00:00Z,1885,August,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,NULL,NA,NA,NA,AS,NA,NA,NA,14
1885-08-14T00:00:00Z,1885,August,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,NULL,NA,NA,NA,AS,NA,NA,NA,14
1885-08-15T00:00:00Z,1885,August,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,NULL,NA,NA,NA,AS,NA,NA,NA,14
1885-08-16T00:00:00Z,1885,August,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,NULL,NA,NA,NA,AS,NA,NA,NA,14
1885-08-17T00:00:00Z,1885,August,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,NULL,NA,NA,NA,AS,NA,NA,NA,14
1885-08-18T00:00:00Z,1885,August,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,NULL,NA,NA,NA,AS,NA,NA,NA,14
1885-08-19T00:00:00Z,1885,August,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,NULL,NA,NA,NA,AS,NA,NA,NA,14
1885-08-20T00:00:00Z,1885,August,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,NULL,NA,NA,NA,AS,NA,NA,NA,14
1885-08-21T00:00:00Z,1885,August,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,NULL,NA,NA,NA,AS,NA,NA,NA,14
1885-08-22T00:00:00Z,1885,August,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,NULL,NA,NA,NA,AS,NA,NA,NA,14
1885-08-23T00:00:00Z,1885,August,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,NULL,NA,NA,NA,AS,NA,NA,NA,14
1885-08-24T00:00:00Z,1885,August,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,NULL,NA,NA,NA,AS,NA,NA,NA,14
1885-08-25T00:00:00Z,1885,August,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,NULL,NA,NA,NA,AS,NA,NA,NA,14
1885-08-26T00:00:00Z,1885,August,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,NULL,NA,NA,NA,AS,NA,NA,NA,14
1885-08-27T00:00:00Z,1885,August,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,NULL,NA,NA,NA,AS,NA,NA,NA,14
1885-08-28T00:00:00Z,1885,August,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,NULL,NA,NA,NA,AS,NA,NA,NA,14
1885-08-29T00:00:00Z,1885,August,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,NULL,NA,NA,NA,AS,NA,NA,NA,14
1885-08-30T00:00:00Z,1885,August,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,NULL,NA,NA,NA,AS,NA,NA,NA,14
