date_mdy,month,journal_entry,transcription_accuracy,location,location_accuracy,local_place,local_place_accuracy,latitude,latitude_origin,longitude,longitude_origin,quantity,unit,item,letter,letter_from,letter_to,wind_direction_am,wind_direction_pm,wind_direction_night,wind_speed_am,wind_speed_pm,wind_speed_night,weather_condition_am,weather_condition_pm,weather_condition_night,temperature_am,temperature_pm,temperature_night,image_path,image_description,recorder,notes,noteworthy,second_check,
5/10/1886,May,Calm and rough untill in the after noon When the wind breezed up South At 6 oclock P.M. Cape Cod Light House bore S.W. one mile dis At midnight Naucett three Lights bore W.N.W. about three miles dis. The weather is very overcast and it has rained moderate since 9 oclock P.M. and a heavy storm is threatened It is now blowing fresh and the sea is making So ends these 25 hours,confident,"Highland Light, Naucett",mentioned,NA,NA,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,NA,NA,NA,"calm, rough","calm, rough, breezed up",blowing fresh,NA,"overcast, rain",heavy storm,NA,NA,NA,NA,NA,NA,NA,NA,GG,
5/11/1886,May,"The wind South and blowing fresh with rain At 4 oclock A.M. Chatham Lights bore W.N.W about two miles dis The wind hauling Easterly took in all light sails. carrying the fore lower sails to reach the Pollock Rip Passed the Pollock Rip at 6.30 AM raining very hard wind E.S.E. made all the Light Ships also Cape Poge, and went into Edgartown Harbor at 10.30 A.M.",confident,"Pollock Rip, Cape Poge, Edgartown",mentioned,NA,NA,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,"S, WNW, E, ESE",NA,NA,"blowing fresh, rain",raining very hard,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GG,
5/12/1886,May,Wind North moderate Got underway at Edgartown at 6 am. 8c was untill noon getting down to Cape Poge. against the tide. At noon the tide turned run East which also is ahead tide for the whole afternoon. At 3 P.M. wind East only a little more than enough to storm the tide. Passed Tarpaulin Cove at 8 oclock P.M. with a fair tide. Passed Vineyard Sound Light Ship at 11.15 P.M. and at 11.30 PM thick with fog. At midnight about 4 miles West from Vineyard Sound Light Ship thick as a dungeon with fog. So ends these 24 hours.,somewhat confident,"Edgartown, Cape Poge, Tarpaulin Cove, Vineyard Sound Light Ship",mentioned,NA,NA,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,N,E,NA,moderate,NA,NA,NA,NA,thick with fog,NA,NA,NA,NA,NA,NA,NA,NA,GG,
5/13/1886,May,Thick as a dungeon with fog. Wind East. Heard the whistle at Point Judith at 5 am bearing North. At 8 AM fog sealed a little and saw Watch Hill bearing N.W. 3 miles distant. Passed through the Race at noon. Although bound to Philadelphia I go up the Sound for it is very rough out side. Passed Falkners Islands at 4.20 PM. raining. Passed the middle ground between Stratford and Old Field at 8.30 P.M. At midnight Loydels Neck about 5 miles West from Eatons Neck Raining hard So ends these 24 hours,somewhat confident,"Point Judith, Watch Hill, Philadelphia, Falkners Island, Stratford, Old Field, Eatons Neck",mentioned,NA,NA,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,"E, NW",NA,NA,NA,NA,NA,thick with fog,NA,raining hard,NA,NA,NA,NA,NA,NA,NA,NA,GG,
5/14/1886,May,Wind moderate and cleared up. stars came out. Passed Execution Rocks at 3.15 AM Took tug boat at Rickers Island at 7 AM towed through alone Cast of from the tug at 9 A.M. and keped on under sail wind very moderate N.E. got down as far as the Dry Roamer and took the wind E.S.E and flood tide & anchored at Sandy Hook at 3 oclock P.M.,confident,"Execution Rock, Rickers Island, Sandy Hook",mentioned,NA,NA,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,"NE, ESE",NA,NA,moderate,NA,NA,cleared up,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GG,
5/15/1886,May,Wind from S.W to south Chromo lay at anchor all day at Sandy Hook wind blowing fresh and thick with fog,confident,Sandy Hook,mentioned,NA,NA,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,"SW,S",NA,NA,blowing fresh,NA,NA,thick with fog,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GG,
5/16/1886,May,Wind NorthWest and rained untill we commenced getting under war. at 7 am where it cleared up. Passed Sandy Hook light at 8 AM. Barnegat at 1.30 P.M. wind fresh N.W. Passed Absecum at 5 PM and from 10 oclock P.M. to midnight between Cape May and Cape Henlopen with Ebb tide so ends these 24 hours,confident,"Sandy Hook, ",mentioned,NA,NA,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,NW,NW,NA,NA,fresh,NA,rain,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GG,
5/17/1886,May,Wind North West good breeze Ebb tide untill 4 AM. and during the flood tide. beat a little above the Brandywine & anchored at 10 AM. got underway at 4 P.M. near the Brandywine very moderate and at 10 oclock PM anchored about two miles above the Cross Ledge becalmed So ends these 24 hours ,confident,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,NW,NA,NA,good breeze,very moderate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GG,
5/18/1886,May,Wind SouthWest Got underway at 4 AM from about 2 miles above Cross Ledge At noon passed by Wilmington Del. Took tug boat at Chester. and towed to Philada Arriving at wharf at Philadelphia at 5 P.M. and Notified my consignee,confident,"Cross Ledge, Philadelphia",mentioned,NA,NA,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,SW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GG,
5/19/1886,May,Wind South Easterly and rainy. in forenoon. Cleared up in the afternoon but did nothing toward discharging vessel Vessel lying at Plum St wharf,confident,NA,NA,Plum st,mentioned,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,SE,NA,NA,NA,NA,NA,rainy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GG,
5/20/1886,May,Wind Southerly and apart of the day rainy Commenced in the morning to discharge vessel and worked all day. In the evening went to the Masonic Temple Philadelphia Corner of Broad & Market Streets. and stood an examination passed. and sit in a Lodge of Master Mason Name of Lodge was Philadelphia NO 12 This is the first Lodge in Pensylvannia I ever visited.,confident,Philadelphia,mentioned,Masonic Temple,mentioned,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,S,NA,NA,NA,NA,NA,rainy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GG,
5/21/1886,May,Wind Southerly Chromo discharging stone Got an order for Boston 40 tons Iron at $3.00 and a ballance of coal of about 160 tons at $1.15 and bridge money through 7 bridges to Cambridge port the coal is also discharged free,confident,"Boston, Cambridge",mentioned,NA,NA,NA,NA,NA,NA,"40,160",ton,"iron, coal",no letter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GG,
5/22/1886,May,Wind Southerly Chromo discharged at 4. oclock PM settled for freight. paid wharf ag Towed to Petties Island Opposite Port Richmond to the Railway and had vessel hauled out to caulk. paint and an overhauling generaly. At 8 oclock the wind came of N.W. with heavy thunder and lightning accompanied by rain,somewhat confident,Port Richmond,mentioned,NA,NA,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,S,NA,NW,NA,NA,NA,NA,NA,"heavy thunder, lightning",NA,NA,NA,NA,NA,NA,NA,NA,GG,
5/23/1886,May,Wind NorthWest in morning and went around S.W. Chromo on Railway at Petty's Island Philadelphia opposite Port Richmond Will commenced work caulking tomorrow,confident,"Petty's Island, Philadelphia, Port Richmond",mentioned,NA,NA,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,"NW, SW",NA,NA,NA,NA,NA,"NW, SW",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GG,
5/24/1886,May,Wind variable with rain squalls Commenced work caulking Chromo in morning with four men and had three carpenters to do other work making hatch combings Ice,somewhat confident,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,NA,NA,NA,NA,NA,NA,rain squalls,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
5/25/1886,May,Wind Westerly Fresh Chromo on the Railway Phila 8 caulkers and three Carpenters at work Got one side of her bottom painted with copper paint.,confident,NA,NA,NA,NA,NA,NA,NA,NA,NA,count,copper paint,no letter,NA,NA,W,NA,NA,NA,NA,NA,fresh,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GG,
5/26/1886,May,Wind NorthWest fresh. Finished the caulking and painting on vessel. but did not launch as the tide is not up untill after dark,confident,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,NW,NA,NA,NA,NA,NA,fresh,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GG,
5/27/1886,May,Wind South West Launched Chromo from the Marine Railway at 9 AM. and towed to Pier 4 Port Richmond and took in 156 tons stone coal The day has been very showery all day and at night very heavy thunder and lightning Since noon the wind has been all around the Compass the Chromo loading for Boston Mass The remainder of her load will be Cast Iron water pipe,confident,Port Richmond,mentioned,NA,NA,NA,NA,NA,NA,156,ton,"stone, coal",no letter,NA,NA,SW,NA,NA,NA,NA,NA,showery,showery,"showery, very heavy thunder, lightning",NA,NA,NA,NA,NA,NA,NA,NA,GG,
5/28/1886,May,Light air of wind Northerly and Easterly Settled the Railway bill at Pittys Island very unsatisfactory never could be any more displeased than with the Settlement with Mr Kappella. Towed Chromo down to Glaucester N.J. and in the afternoon took on 32 tons water pipe for which I am to receive $120 00 the same as though there had been 40 tons as per charter party. The Iron is all on deck. bound to Boston,confident,"Glaucester, Boston",mentioned,NA,NA,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,"N,E",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GG,
5/29/1886,May,Wind South West moderate all day Took tug boat at 4 oclock AM at Glaucester N.J. and towed down to Chester and anchored and when the Ebb tide made at 11 AM Got under way and beat bellow Willington Del. and anchored at 5 PM,confident,Glaucester ,mentioned,NA,NA,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,SW,NA,NA,moderate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GG,
5/30/1886,May,Wind South West. moderate. Got underway on the turn of the Ebb tide just below Wilmington Passed Reedy Island at 3 oclock PM. and anchored just below Reedy Island. At 10 oclock PM when the tide turned Ebb got underway. At midnight abreast of Bombay Hook working down River so ends these 24 hours,confident,"Wilmington, Reedy Island, Bombay Hook",mentioned,NA,NA,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,SW,NA,NA,moderate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GG,
5/31/1886,May,Wind South West Anchored at 3.30 AM near the Cross Ledge Light house after working down River all night from Reedy Island. At 10 AM got under way again. With the wind North East and rainy and thick went down to Delaware Breakwater and anchored at two P.M. heavy thunder and lightning,confident,"Reedy Island, Delaware Breakwater",mentioned,NA,NA,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,"SW, NE",NA,NA,NA,NA,NA,"rainy, thick",NA,"heavy thunder, lightning",NA,NA,NA,NA,NA,NA,NA,NA,GG,
6/1/1886,June,Wind North East and thick with fog all day. Vessel lay at Delaware Breakwater all day,confident,Delaware,mentioned,NA,NA,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,NE,NE,NE,NA,NA,NA,thick with fog,thick with fog,thicl with fog,NA,NA,NA,NA,NA,NA,NA,NA,GG,
6/2/1886,June,Wind East in morning and thick with fog. Vessel at Delaware Breakwater At 8 AM. fog cleared and wind hauling out. At 10 AM got underway. At noon Cape Way Light House bore North West by North. Wind Southerly Passed Absecum at 5 PM Barnegat at 9 PM midnight about 22 miles North East from Barnegat So ends these 24 hours,confident,Delaware,mentioned,NA,NA,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,E,"NWN, S",NA,NA,NA,NA,"thick with fog, cleared up",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GG,
6/3/1886,June,Wind South fresh At 5 AM Judged our selves abreast of Fire Island but saw no land. At 6 AM thick with fog with a sharp sea running. Showery. in the afternoon kept the lead going At 2 PM heart the note on the back side of Long Island. At 3 PM fog sealed and saw montauk wind all gone. Then it came NW Passed Montauk at 4 PM. Block Island at 6.30 PM. At midnight abreast of Quicks Hole Vineyard Sound. So ends these 24 hours,confident,"Fire Island, Montauk, Vineyard Sound",mentioned,NA,NA,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,S,NW,NA,NA,NA,NA,"fresh, thick with fog, showery",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GG,
6/4/1886,June,Wind North West Passed Tarpaulin Cove one oclock AM. Vineyard Haven at 3 am Wind hauling Northerly Passed Pollock Rip Light Ship at 8.15 AM with the Wind N.N.E and soon after all died out. At 4 PM just clear of the Pollock Rip not having gained any for ten hours. At 4.30 PM very light wind Southerly At midnight between Naucett and the Old Cape Light House So ends these 24 hours,confident,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,"NW, N, NNE",S,NA,light ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GG,
6/5/1886,June,Wind South West. Passed the Old Cape Light at 4 AM Minots Rock at 12 noon Boston Light House at 1 PM Anchored in Boston Harbor at 2 P.M. Went on shore. and went to City Hall to see Boston Water Co. my Consignees and got orders to go through 7 bridges South End to discharge,confident,"Old Cape, Boston Light, Boston Harbor",mentioned,"City Hall, Boston Water Co.",mentioned,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,SW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GG,
6/6/1886,June,Light air of wind Southerly Took tug boat and towed to the first bridge South End at 9 am there hauled through all the rest and got to the berth to discharge at 3 P.M. just using the whole flood tide,confident,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,S,NA,NA,a light air,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GG,
6/7/1886,June,Wind South West. Vessel at or near Roxbury. Where the tide was up in the afternoon took the Iron pipe of deck commencing at one PM and had it all of at 3.30 P.M. 32 tons. discharged it without Stevedores doing the work ourselves,confident,Roxbury,NA,NA,NA,NA,NA,NA,NA,32,ton,iron pipe,no letter,NA,NA,SW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GG,
6/8/1886,June,Wind Westerly. Hauled down through all the South End bridges Boston there being 7. and hauled up through 4 of the North End bridges bound to Cambridge port where we are bound to discharge 156 tons coal,confident,NA,NA,Cambridge port,mentioned,NA,NA,NA,NA,156,ton,coal,no letter,NA,NA,"W, S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GG,
6/9/1886,June,"Wind Southerly Got through 4 bridges bound to Cambridge port. arriving at 5 AM and it being so early in the morning. found no one to tell us where to haul in, and got to the wrong stage. but the night wharf and this day goes by, and nothing done toward discharging coal",confident,NA,NA,Cambridge port,mentioned,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GG,
6/10/1886,June,Wind South Easterly Discharged coal at Cambridge port and at night commenced to haul down through bridges and at midnight had got down through seven bridges when flood tide made and had to stop There is only one more bridge to get through,confident,NA,NA,Cambridge port,mentioned,NA,NA,NA,NA,NA,count,coal,no letter,NA,NA,SE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GG,
6/11/1886,June,Wind Easterly hauled through the last Bridge coming from Cambridge port and went into Union wharf for freight as the wind was Easterly. At night had all the freight in ready to sail for home,confident,"Union wharf, Winter Harbor",assumed,home,mentioned,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,E,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GG,
6/12/1886,June,Wind North East Got underway at Union Wharf and sailed down to Long Island Boston Harbor and anchored there being no chance to get East,confident,"Union wharf, Long Island, Boston Harbor",mentioned,NA,NA,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,NE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GG,
6/13/1886,June,Wind Easterly and rainy. Chromo lay at anchor all day in Boston Lower Harbor just above Long Island.,confident,Long Island,mentioned,Boston Lower Harbor,mentioned,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,E,NA,NA,NA,NA,NA,NA,rainy,NA,NA,NA,NA,NA,NA,NA,NA,NA,GG,
6/14/1886,June,Wind Easterly Got underway at Boston Lower Harbor at 2 oclock AM and got down as far as the Graves when the wind died out. the flood tide made then a light air of wind North East. Got back to Boston Harbor,confident,"The Graves, Boston Harbor",mentioned,Boston Lower Harbor,mentioned,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,"E, NE",NA,NA,light air,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GG,
6/15/1886,June,Wind Easterly Got underway in Boston Lower Harbor at 2 oclock P.M. and at sunset close into Marblehead headed of shore & at dark the wind all died out. midnight had drifted back to Nahant. So ends these 24 hours,confident,Marblehead,mentioned,Boston Lower Harbor,mentioned,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,E,NA,NA,died out,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GG,
6/16/1886,June,Calm untill day light. At 3 am the fog closed in At day light a very light air of wind Easterly Chromo drifted back to Boston and anchored at Long Island at 8 oclock AM. At noon the fog rise. But the wind Easterly. At 7 PM the wind struck Southerly Got underway at Boston Lower Harbor and went out for home Passed the Graves at 8 PM. and Thatches Island at 11.30 PM At midnight about 3 miles past Thatcher Island so ends these 24 hours,confident,"Boston, Long Island, the Graves, Thatcher Island",mentioned,NA,NA,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GG,
6/17/1886,June,Wind Southerly no land visible overcast. At 3 P.M. judged we were down to Matinicus Rock but saw nothing at that time the fog shut in thick as could be. At 5.30 P.M. took in all the light sails and hove to about 5 miles West from Mt Desert Rock no seeing any land since Thatches Island. At midnight some where around the Rock blowing fresh rough and thick with fog,confident,"Matinicus Rock, Thatcher Island, Mt Desert Rock",mentioned,NA,NA,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,S,NA,NA,fresh,NA,NA,"thick with fog, overcast",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GG,
6/18/1886,June,Wind hauled from South to NorthWest At 7 AM the fog lifted. saw Mt Desert Rock bearing West by North Also saw the Hills and run for them. Took the wind N.W. of Egg Rock at 10 AM and beat to Sullivan and anchored at Sullivan at 2 P.M. So much wind to tow over the Falls,confident,"Mt Desert Rock, Egg Rock, Sullivan, Falls",mentioned,NA,NA,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,"S, NW, NW",NA,NA,NA,NA,NA,fog lifted,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GG,
6/19/1886,June,Wind North West took tug boat at 9 AM and towed to Franklin to J.P. Gordons wharf arriving at noon. At 2 oclock PM started from vessel and walked to Sullivan. got Ambrose Simpsons team and went home Arriving at 6.30 PM,confident,"Franklin, J P Gordons wharf, Sullivan, Winter Harbor",mentioned,home,mentioned,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,NW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GG,
6/20/1886,June,Wind Westerly and quite warm. About home all day but the Chrome at Franklin where she will load for Philada with Street crossing and block paving for J.P. Gordon,confident,Winter Harbor,assumed,home,mentioned,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,W,NA,NA,NA,NA,NA,warm,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GG,
6/21/1886,June,Wind Southerly and hot. Left home in forenoon with the team I came home with saturday for Franklin. and on my arrival I find the Chromo partly loaded. Mr J.P. Gordon has put a crew on to load the vessel,confident,"Winter Harbor, Franklin",assumed,home,mentioned,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,S,NA,NA,NA,NA,NA,hot,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GG,
6/22/1886,June,Wind Southerly. Chromo at Franklin stone for Philada,confident,Franklin,mentioned,NA,NA,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GG,
6/23/1886,June,Wind very moderate Southerly. Chromo loading stone at Franklin for JP Gordon consisting of street crossings and block paving,confident,Franklin,mentioned,NA,NA,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,S,NA,NA,moderate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GG,
6/24/1886,June,Wind Easterly overcast a little rainy and foggy. Finished loading Chromo at Franklin 10 am. and in the afternoon towed down over the bar and anchored abreast of Taunton,confident,"Franklin, Taunton",mentioned,NA,NA,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,NA,NA,NA,NA,NA,NA,"overcast, rainy, foggy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GG,
6/25/1886,June,"Wind South East and drizzling rain In the afternoon tug boat came took another vessel and when she towed by us. hove them our hawser, and let it ship by carelessness from our vessel The other vessel was towed down and we was left up River",confident,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,NA,SE,NA,NA,NA,NA,drizzling rain,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GG,
6/26/1886,June,Wind South West and foggy. Took tug boat at Franklin (Taunton) at 6 oclock AM. and towed down over the Falls and beat down the Bay. The fog no very heavy. could see most of the way. and went in home at Winter Harbor at 2 AM and worked untill dark getting out coal and limber and getting it hauled home,confident,"Franklin, Taunton, Winter Harbor",mentioned,home,mentioned,NA,NA,NA,NA,NA,count,"coal, limber",no letter,NA,NA,SW,NA,NA,NA,NA,NA,foggy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GG,
6/27/1886,June,Wind North West in morning and very fine at noon the wind hauled North East and rained untill dark Chromo at Winter Harbor,confident,Winter Harbor,mentioned,NA,NA,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,NW,NE,NA,NA,NA,NA,very fine,rain,rain,NA,NA,NA,NA,NA,NA,NA,NA,GG,
6/28/1886,June,Wind Northerly. Chromo at Winter Harbor Crew luged water to the shore in pails to fill a water cask for ships use. At 10 AM went on board to get underway wind struck southerly At Mark Island at noon. At sunset between Bakers Island and Duck Island At midnight ht N.W. from Mt Desert Rock with the wind W.S.W,somewhat confident," Mt Desert Rock, Winter Harbor, Mark Island, Baker Island",mentioned,NA,NA,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,N,NA,"NW, WSW",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GG,
6/29/1886,June,Wind West South West fresh At noon about two miles South from Matinicus Rock. At 4 oclock P.M. North East from Monhegan and the wind blowing heavy with heavy sea carried away one of our fore shrouds and fore topmast back stays. kept of and went into Port Clyde at 5 oclock P.M.,confident,"Matinicus Rock, Monhegan, Port Clyde",mentioned,NA,NA,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,WSW,NA,NA,NA,blowing heavy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GG,
6/30/1886,June,Wind North West. Got underway at Port Clyde at daylight. At noon about 35 miles South West from Monhegan In afternoon Wind South West. At midnight Cape Elizabeth Lights bore N.N.W about 15 miles distant vessel becalmed So ends these 24 hours,confident,"Port Clyde, Monhegan, Cape Elizabeth",mentioned,NA,NA,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,NW,SW,NNW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GG,
7/1/1886,July,At 3 oclock AM the wind breezed up West At noon Lat 42-47 At 2 pm Lighted Cape Cod. At sunset Cape Cod Light bore W.S.W. and at midnight Naucet 3 lights bore W.S.W. So ends these 24 hours,confident,"Cape Cod, Highland Light, Naucet",mentioned,NA,NA,42-47,NA,NA,NA,NA,NA,NA,no letter,NA,NA,W,WSW,WSW,breezed up,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GG,
7/2/1886,July,Wind West South West Went on to the Shoals at Pollock Rip at 8 AM and at Sunset anchored at Cottage City near East Chop not having any wind and the Flood tide made could not get into Vineyard Haven,confident,"Pollock Rip, Isle of Shoals, Cottage City, East Chop, Vineyard Haven",mentioned,NA,NA,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,WSW,NA,NA,no wind,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GG,
7/3/1886,July,"Calm all day When the Ebb tide made at noon hove up anchor and drifted by East Chop and as could not get by West Chop anchored at Vineyard Haven at 4 P.M. went on shove to the Custom House, and got the Schr. Chromos papers renewed as the old Coasting License will be over the 5th inst.",confident,"East Chop, West Chop, Vineyard Haven",mentioned,Custom House,mentioned,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,NA,NA,NA,calm,calm,calm,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GG,
7/4/1886,July,"Calm untill noon When the wind breezed South West. Got underway at Vineyard Haven at 1 P.M. and beat through the Sound. and at 7 PM the wind went down and the fog came in kept of and went in Menemsha bite near Gay Head, as there was not tide enough to get out clear before the flood tide made",confident,"Vineyard Have, Menemsha, Gay Head",mentioned,NA,NA,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,NA,SW,NA,calm,NA,NA,NA,NA,foggy,NA,NA,NA,NA,NA,NA,NA,NA,GG,
7/5/1886,July,Wind South West and thick with fog Got underway at Menemsha bite near Gay Head at 3 am and went out. At 10 am fog lifted At noon passed. Buntons Reef Lightship at 4 P.M. thick with fog again. Beat between Point Judith and Block Island. and between Block Island and Montauk although we do not see Block Island on Montauk on hear the whistles. Midnight supposed to be pretty well up to Montauk or with in a few miles of it. So ends these 24 hours,confident,"Menemsha, Gay Head, Point Judith, Block Island, Montauk",mentioned,NA,NA,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,SW,NA,NA,NA,NA,NA,fog lifted,thick with fog,NA,NA,NA,NA,NA,NA,NA,NA,NA,GG,
7/6/1886,July,Wind West South West and thick with fog. I think Montauk point bears about North West at One oclock a.m. Chromo heading of Shore untill noon. Then the fog cleared away and we tacked ship and headed to the Westward. At 8 P.M. Sighted Shinnecock Light bearing North East about 12 miles distant Wind blowing fresh had in all light sails. midnight rough weather so ends these 24 hours,confident,"Montauk, Shinnecock Light",mentioned,NA,NA,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,WSW,NA,NA,NA,rough,blowing fresh,"thick with fog, cleared up",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GG,
7/7/1886,July,Wind South West and West SouthWest At noon Fire Island bore North about 2 miles distant. hard beating wind blowing fresh & rough. midnight wind going down fast,confident,Fire Island ,mentioned,NA,NA,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,"SW, WSW",NA,NA,NA,"blowing fresh, rough",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GG,
7/8/1886,July,Calm untill 8 AM when a very light air of wind came N.W. At noon N.E and 3 PM S.E vessel going 2 1/2 miles per hour. At 6 oclock P.M. vessel becalmed. and remains so at midnight So ends these 24 hours,confident,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,NW,"NE, SE",NA,"calm, light air",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GG,
